name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"India, karnataka",2023-08-16,89.4,69.8,79.5,92.9,69.8,80.5,65.9,65.4,0,0,0,,0,0,19.2,11.3,254.7,1015,46.7,4.3,283.7,24.5,9,10,2023-08-16T06:07:31,2023-08-16T18:40:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-17,87.6,71.5,79.2,92.2,71.5,80.6,67.7,69.2,0,0,0,rain,0,0,24.8,13.8,262.1,1014.6,53.6,4,258.6,22.2,9,10,2023-08-17T06:07:37,2023-08-17T18:39:58,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-18,87.4,69.8,76.6,92,69.8,77.7,66.9,73.1,0.012,100,8.33,rain,0,0,26.6,16.2,259.5,1013.7,51.3,3.9,174.5,15,7,10,2023-08-18T06:07:43,2023-08-18T18:39:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-19,84,68,73.6,88,68,74.2,67.7,82.7,0.313,100,4.17,rain,0,0,31.1,16.1,254,1013.1,75,3.6,191.7,16.4,8,10,2023-08-19T06:07:49,2023-08-19T18:38:54,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-20,87.6,68,76.2,91,68,77.2,67.5,75.8,0.002,100,4.17,rain,0,0,23.9,15,269.3,1013,57.1,4.4,205.8,17.6,7,10,2023-08-20T06:07:54,2023-08-20T18:38:20,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-21,89.4,69.7,77.8,91.8,69.7,78.6,66.9,71.3,0,0,0,rain,0,0,19.7,11.4,278.1,1013,47.3,4.4,229.8,19.8,8,10,2023-08-21T06:07:59,2023-08-21T18:37:46,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-22,91,69.8,79.4,97.8,69.8,81.4,68.7,71.2,0.012,100,12.5,rain,0,0,15.9,8.1,277.8,1012.8,49.5,4.3,255.3,22,8,10,2023-08-22T06:08:04,2023-08-22T18:37:12,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-23,89.4,71.5,78.9,94.1,71.5,79.9,66.8,68.8,0,0,0,rain,0,0,18.1,11.4,259.8,1013.2,53.5,4.5,283.9,24.6,10,10,2023-08-23T06:08:08,2023-08-23T18:36:37,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-24,87.6,69.8,78.5,89.8,69.8,79.3,65.6,66.4,0,0,0,rain,0,0,19.9,9.3,262.6,1013.1,51.1,3.8,273.6,23.7,9,10,2023-08-24T06:08:12,2023-08-24T18:36:01,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-25,91.1,68,78.7,92.7,68,79.4,64.8,65.2,0,0,0,,0,0,18.1,9.3,249,1013.2,47.3,4,287.1,24.9,10,10,2023-08-25T06:08:16,2023-08-25T18:35:25,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-26,91.1,69.8,79.6,96.4,69.8,81.5,68.4,70.7,0.162,100,25,rain,0,0,18.3,11.3,258.4,1014.1,56.6,3.9,227.6,19.6,8,10,2023-08-26T06:08:19,2023-08-26T18:34:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-27,88,72.8,79.1,93.6,72.8,80.4,68.2,70.5,0.032,100,12.5,rain,0,0,19.7,12.6,273.4,1015,63.1,4.2,218.1,18.8,8,10,2023-08-27T06:08:23,2023-08-27T18:34:11,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-28,89.5,71.6,80.7,91.9,71.6,81.5,66,63.1,0.004,100,4.17,rain,0,0,21.7,12.7,264.6,1014.2,58.6,4.3,277.7,24,10,10,2023-08-28T06:08:25,2023-08-28T18:33:34,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-29,89.4,73.3,79.5,91.9,73.3,80.4,66,64.5,0,0,0,,0,0,21,10.3,278,1013.5,52.8,4.4,246.3,21.2,9,10,2023-08-29T06:08:28,2023-08-29T18:32:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-30,91.2,71.5,81.2,93.8,71.5,82.4,65.9,62.2,0,0,0,rain,0,0,20.6,10.2,289.3,1013.6,50.7,4.4,267.8,23,9,10,2023-08-30T06:08:30,2023-08-30T18:32:17,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-08-31,87.2,68,77.2,90.3,68,78.4,69,77.1,2.572,100,8.33,rain,0,0,15.4,9.1,237.5,1013.6,66.9,3.5,220.6,19,8,10,2023-08-31T06:08:32,2023-08-31T18:31:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-01,87.5,66.2,75.2,93.6,66.2,76.3,68.9,82.2,0.943,100,4.17,rain,0,0,16.6,11.4,252.3,1013.9,76.5,3.9,228.3,19.6,8,10,2023-09-01T06:08:34,2023-09-01T18:30:59,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-02,84.1,71.6,76.6,88.3,71.6,77.5,69.9,80.6,0.012,100,4.17,rain,0,0,20.1,11.5,260.8,1015,72.6,3.8,183.7,15.8,9,10,2023-09-02T06:08:36,2023-09-02T18:30:19,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-03,84,71,76,88,71,76.6,67.9,77.1,0.012,100,8.33,rain,0,0,22.4,9.3,271.5,1012.3,70.1,3.9,198.7,17.1,7,10,2023-09-03T06:08:37,2023-09-03T18:29:39,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-04,80.4,69.8,73.7,83,69.8,73.9,66.3,78.2,0.008,100,4.17,rain,0,0,31.5,15,270.1,1011.2,82.5,3.5,155.9,13.3,6,10,2023-09-04T06:08:39,2023-09-04T18:28:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-05,82.2,68,72.5,85.8,68,72.7,67.5,85.3,0.979,100,12.5,rain,0,0,32.2,16.2,264.2,1011.1,88,3.3,208.5,18.1,8,10,2023-09-05T06:08:40,2023-09-05T18:28:18,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-06,82.4,69.2,73.8,87,69.2,74.5,68.9,85.7,0.005,100,4.17,rain,0,0,23.3,11.5,250.7,1011.5,76.7,3.6,172.7,15,9,10,2023-09-06T06:08:41,2023-09-06T18:27:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-07,87.6,69.8,75.8,95.1,69.8,77.1,68.8,80.3,0.157,100,8.33,rain,0,0,24.2,14,252.1,1012.2,70,3.7,143.3,12.6,6,10,2023-09-07T06:08:41,2023-09-07T18:26:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-08,85.6,69.7,75.7,90,69.7,76.3,67.9,78.4,0.001,100,4.17,rain,0,0,33.1,16.1,242.2,1013.4,62.2,4.3,182.1,15.8,8,10,2023-09-08T06:08:42,2023-09-08T18:26:14,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-09,85.9,69.7,77,89.2,69.7,78.1,67.6,74.7,0.008,100,8.33,rain,0,0,28.4,18.3,254.2,1012.8,56.5,4.4,203.8,17.7,8,10,2023-09-09T06:08:42,2023-09-09T18:25:32,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-10,84.3,69.8,76.3,87.2,69.8,77.1,67.6,76.1,0.039,100,4.17,rain,0,0,26.6,15,259.2,1012.5,62.3,4.4,190.9,16.5,7,10,2023-09-10T06:08:43,2023-09-10T18:24:50,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-11,85.7,69.7,75.9,91.2,69.7,77.1,68.9,80.3,0.024,100,12.5,rain,0,0,28.4,11.6,259.7,1012.8,60.9,4,202.1,17.3,7,10,2023-09-11T06:08:43,2023-09-11T18:24:08,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-12,87.1,68,76.3,91.4,68,77.3,67.9,76.8,0.012,100,8.33,rain,0,0,26.8,12.6,270.4,1013.2,58.1,4.3,187.5,16.2,8,10,2023-09-12T06:08:43,2023-09-12T18:23:25,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-13,85.8,69.7,75.5,89.1,69.7,76.4,68.1,79.5,0.704,100,4.17,rain,0,0,25.7,13.8,257.3,1013.3,59.9,4.4,208.9,18.1,7,10,2023-09-13T06:08:43,2023-09-13T18:22:43,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-14,84.1,68,74.9,89.2,68,76,68.5,81.7,0.003,100,4.17,rain,0,0,27.7,15,247.1,1013.2,58.9,4.5,201.4,17.4,7,10,2023-09-14T06:08:43,2023-09-14T18:22:00,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-15,84,69.7,74.8,89.2,69.7,75.4,69.3,83.8,0.008,100,4.17,rain,0,0,29.1,16.1,245.5,1013.5,60.2,4.2,159.8,13.8,6,10,2023-09-15T06:08:43,2023-09-15T18:21:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-16,83.9,69.8,75.6,89.1,69.8,76.6,69.3,81.5,0.032,100,25,rain,0,0,31.8,16.4,243.2,1013.6,74.1,3.8,161.8,14,6,10,2023-09-16T06:08:43,2023-09-16T18:20:35,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-17,85.8,69.8,75.4,91.5,69.8,76.5,69.6,83.4,0.275,100,8.33,rain,0,0,25.9,10.4,254.2,1013,68.7,4,173.2,15,7,10,2023-09-17T06:08:43,2023-09-17T18:19:52,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-18,85.8,68,75,92.8,68,76.1,69.2,83.5,0.873,100,12.5,rain,0,0,25.5,13.7,251.4,1013,71.8,3.6,235.9,20.4,9,10,2023-09-18T06:08:43,2023-09-18T18:19:09,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-19,85.9,69.8,76.7,89.2,69.8,77.6,68,76.3,0.02,100,12.5,rain,0,0,23.7,13.9,266.3,1014,53.8,4.5,252.5,21.9,9,10,2023-09-19T06:08:44,2023-09-19T18:18:26,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-20,82.5,69.9,75.6,85.2,69.9,76.2,68.2,79,0.472,100,12.5,rain,0,0,19.2,11.4,260.2,1014.7,55.4,3.8,237.1,20.5,8,10,2023-09-20T06:08:44,2023-09-20T18:17:43,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-21,83.9,69.7,75.8,89.1,69.7,76.8,69.8,82.3,0.075,100,16.67,rain,0,0,16.6,10.2,249.3,1014.7,71.5,3.9,195.4,17,8,10,2023-09-21T06:08:44,2023-09-21T18:17:00,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-22,89.3,69.9,78.3,97.5,69.9,80.4,70.6,78.6,0.828,100,12.5,rain,0,0,14.8,7,246.7,1014.3,68,3.6,229.2,19.7,8,10,2023-09-22T06:08:44,2023-09-22T18:16:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-23,87.6,71.4,78.3,93.7,71.4,80,70.3,77.3,0.039,100,4.17,rain,0,0,19.5,10.2,241,1014.5,58.7,4.1,232.4,20.1,8,30,2023-09-23T06:08:44,2023-09-23T18:15:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-24,87.6,71,77.6,95.3,71,79.3,70.8,80.8,0.392,100,8.33,rain,0,0,25.3,12.8,250.6,1014.4,74.9,3.5,211.1,18.2,7,30,2023-09-24T06:08:45,2023-09-24T18:14:53,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-25,84,71.4,75.4,90.4,71.4,76.4,70,83.9,0.903,100,12.5,rain,0,0,25.1,11.4,267.4,1013.8,83.3,3.6,230.7,19.9,8,30,2023-09-25T06:08:45,2023-09-25T18:14:10,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-26,87.5,70.1,77.6,94.8,70.1,79.5,69.8,78,0.039,100,4.17,rain,0,0,20.8,10.1,252.9,1013.2,65,3.7,218.2,18.9,8,10,2023-09-26T06:08:46,2023-09-26T18:13:28,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-27,84,70.1,76.5,89.1,70.1,77.3,68.3,76.6,0.004,100,4.17,rain,0,0,24.8,13.7,258.5,1013.3,65,4.1,220.6,19,7,10,2023-09-27T06:08:47,2023-09-27T18:12:46,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-28,82.2,69.9,74.7,86.8,69.9,75.5,69.1,83.2,0.157,100,4.17,rain,0,0,26.4,12.9,239.4,1013.1,62.4,4.1,164.3,14.2,6,30,2023-09-28T06:08:48,2023-09-28T18:12:04,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-29,80.5,68,74.8,84.3,68,75.3,68,80.2,0.044,100,16.67,rain,0,0,31.8,18.3,237.6,1013.1,64.3,4.3,178.9,15.4,7,10,2023-09-29T06:08:49,2023-09-29T18:11:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-09-30,82.3,69.9,75,87.9,69.9,75.5,68.4,80.3,0.016,100,4.17,rain,0,0,34.4,17.3,237.9,1013.7,65.9,3.9,188.2,16.4,7,10,2023-09-30T06:08:51,2023-09-30T18:10:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-01,84.1,70.1,76.2,89.3,70.1,77.1,68.4,77.5,0.024,100,25,rain,0,0,31.3,19.6,238.1,1013.3,64.5,4.1,162.2,14,6,10,2023-10-01T06:08:53,2023-10-01T18:10:00,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-02,85.8,69.9,77,90.1,69.9,78.2,67.5,73.7,0,0,0,,0,0,30.9,15,251.8,1014,49.4,4,250.5,21.6,9,10,2023-10-02T06:08:55,2023-10-02T18:09:19,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-03,87.6,69.5,77.2,92.2,69.5,78.3,67.6,73.6,0,0,0,rain,0,0,22.8,11.4,260.9,1014.6,44.8,4.2,249.3,21.5,9,10,2023-10-03T06:08:57,2023-10-03T18:08:38,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-04,87.6,71,78.4,93.6,71,80.2,68.8,73.2,0,0,0,rain,0,0,17.2,9.1,255.8,1015.3,45.5,3.7,241.4,21,9,10,2023-10-04T06:08:59,2023-10-04T18:07:58,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-05,87.6,72.2,79.2,93.7,72.2,81.2,69.9,74.1,0,0,0,,0,0,13.9,8.1,269,1014.8,55.8,3.8,257.8,22.2,9,10,2023-10-05T06:09:02,2023-10-05T18:07:18,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-06,87.4,73.1,78.8,93.5,73.1,80.3,69.3,73.8,0.02,100,16.67,rain,0,0,15.2,7,255.3,1014.2,54.7,3.8,208,17.8,7,10,2023-10-06T06:09:05,2023-10-06T18:06:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-07,87.5,71.6,79,92.1,71.6,80.8,69.4,73.6,0.012,100,12.5,rain,0,0,12.8,9,289.3,1014.3,67,3.6,209.3,17.8,9,10,2023-10-07T06:09:09,2023-10-07T18:06:00,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-08,89.3,71.9,78.9,95.7,71.9,80.8,69.7,74.7,0.274,100,8.33,rain,0,0,12.8,9.3,169.2,1015.5,65.7,3.7,197.4,16.9,7,10,2023-10-08T06:09:13,2023-10-08T18:05:22,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-09,87.6,69.9,76.3,95.3,69.9,77.4,71.1,84.8,2.566,100,16.67,rain,0,0,16.1,11.2,242.4,1017.1,79.3,3.1,147.4,12.8,7,10,2023-10-09T06:09:17,2023-10-09T18:04:43,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-10,85.9,69.5,76.4,92.9,69.5,77.8,70.1,82.1,0.319,100,16.67,rain,0,0,16.3,8,307.9,1016.6,79,3.2,212.1,18.4,8,10,2023-10-10T06:09:22,2023-10-10T18:04:06,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-11,84.1,71,75.5,90.5,71,76.5,70.2,84,0.199,100,8.33,rain,0,0,18.6,9.1,248.2,1016.5,73.3,3.4,182.9,15.9,8,10,2023-10-11T06:09:27,2023-10-11T18:03:29,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-12,85.9,70.5,77.1,90.1,70.5,78.2,68.1,75,0.016,100,8.33,rain,0,0,17.2,9,115.9,1017.4,55.4,3.2,245.2,21.1,9,10,2023-10-12T06:09:32,2023-10-12T18:02:52,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-13,87.6,68.1,76.8,87.4,68.1,76.7,62.1,64,0,0,0,,0,0,19.5,9.2,59.2,1017.9,28.9,3.8,283.9,24.7,10,10,2023-10-13T06:09:38,2023-10-13T18:02:16,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-14,87.6,69.2,77.3,89.8,69.2,77.8,65.4,69.6,0.04,100,4.17,rain,0,0,12.8,5.8,63.5,1017.8,50,3.4,267.2,23,10,10,2023-10-14T06:09:44,2023-10-14T18:01:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-15,89.4,71.7,78.1,91.7,71.7,79.2,68.6,74.5,0,0,0,rain,0,0,13,6.9,105.3,1016.4,58.4,3.4,238.4,20.4,9,10,2023-10-15T06:09:51,2023-10-15T18:01:06,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-16,85.8,72.8,78.2,91.3,72.8,79.8,69.4,75.5,0.17,100,41.67,rain,0,0,18.6,7.1,103.2,1016.3,59.3,3.5,170.5,14.7,7,10,2023-10-16T06:09:58,2023-10-16T18:00:32,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-17,85.9,71.6,78.2,90.1,71.6,79.4,67.6,71.5,0.004,100,4.17,rain,0,0,18.3,8,84.8,1017.2,56.7,3.7,231.5,20,8,10,2023-10-17T06:10:06,2023-10-17T17:59:59,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-18,91,67.9,77.3,94.8,67.9,78.2,64.5,66.3,0.035,100,4.17,rain,0,0,20.6,9.2,83.1,1017.9,45,3.9,240,20.7,9,10,2023-10-18T06:10:14,2023-10-18T17:59:26,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-19,87.6,67.4,77,89.8,67.4,77.6,65.2,68.6,0,0,0,,0,0,19.2,11.4,74.4,1017.9,40.1,3.7,273.1,23.5,9,10,2023-10-19T06:10:23,2023-10-19T17:58:54,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-20,87.6,64.4,77.2,90.9,64.4,78.1,65.9,70.2,0,0,0,rain,0,0,18.8,10.2,74.5,1017.4,41.7,3.1,243.9,21.1,9,10,2023-10-20T06:10:32,2023-10-20T17:58:23,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-21,87.6,69.9,77.5,91.8,69.9,78.4,66.6,71.3,0,0,0,rain,0,0,20.8,11.3,78.7,1017.9,48.4,3.5,233.2,20.1,8,10,2023-10-21T06:10:42,2023-10-21T17:57:52,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-22,89.3,71.9,78.7,91.7,71.9,79.4,65,64.5,0,0,0,,0,0,16.8,9.1,56,1018.1,48.6,3.7,252.5,21.8,9,10,2023-10-22T06:10:52,2023-10-22T17:57:22,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-23,87.6,67.8,76.5,86.2,67.8,76.3,60.2,60.4,0,0,0,,0,0,17.9,8.1,349.7,1017.3,28.7,3.6,276.5,23.8,9,10,2023-10-23T06:11:03,2023-10-23T17:56:53,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-24,89.4,63.3,76.9,87.9,63.3,76.4,55.4,50.2,0,0,0,,0,0,14.8,6.9,25.1,1017,12.7,4.3,282.4,24.4,10,10,2023-10-24T06:11:15,2023-10-24T17:56:25,0.34,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-25,89.4,64.1,76.4,88.4,64.1,76.2,56.8,53.2,0,0,0,,0,0,13.9,5.8,52.3,1018,4.1,3.8,275.5,23.7,10,10,2023-10-25T06:11:27,2023-10-25T17:55:58,0.37,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-10-26,85.9,66.5,76.2,87,66.5,76.3,61.1,62,0,0,0,,0,0,14.8,6.9,55.8,1018.1,29.6,3.5,386.8,33.5,10,10,2023-10-26T06:11:40,2023-10-26T17:55:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
