name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,pm2p5,pm10,aqius,aod550,aqielement,conditions,icon,stations
"Karnataka,India",12.9662,77.5869,2024-07-09,26.0,20.0,23.0,26.0,20.0,23.0,19.2,79.9,1.3,0,16.67,rain,0,0,40.3,22.3,246.8,1011.3,68.1,7.3,160.2,13.9,6,10.0,6.0,9.0,21.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"43272099999,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-10,30.9,20.7,24.6,34.2,20.7,25.2,20.9,80.4,4.8,100,12.5,rain,0,0,34.2,20.8,244.9,1014.1,54.3,6.7,205.6,17.6,7,10.0,8.0,14.0,34.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-11,28.9,21.5,25.3,32.5,21.5,26.0,20.3,74.7,6.8,100,29.17,rain,0,0,37.8,20.6,255.5,1013.4,58.8,6.8,134.5,11.6,5,10.0,8.0,12.0,31.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-12,31.9,21.1,24.8,36.5,21.1,25.4,20.8,79.8,16.0,100,4.17,rain,0,0,46.4,22.4,249.4,1011.8,65.1,6.8,200.2,17.3,8,10.0,7.0,12.0,34.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-13,28.0,20.4,24.5,30.6,20.4,24.9,20.7,80.6,1.3,100,12.5,rain,0,0,49.3,28.1,249.7,1011.5,79.0,6.2,107.3,9.3,4,10.0,4.0,8.0,22.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-14,26.9,20.7,23.7,29.0,20.7,23.8,20.8,84.4,0.5,100,4.17,rain,0,0,57.6,25.8,255.7,1009.8,84.8,5.7,86.8,7.5,3,10.0,3.0,5.0,18.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-15,24.9,20.6,22.5,24.9,20.6,22.5,21.1,91.3,9.0,100,8.33,rain,0,0,58.0,26.0,238.2,1009.0,87.3,6.3,45.2,4.1,2,10.0,2.0,3.0,13.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-16,26.0,20.4,23.2,26.0,20.4,23.2,20.6,85.5,0.1,0,4.17,rain,0,0,64.4,29.5,240.5,1009.3,89.0,6.2,89.5,7.9,4,10.0,3.0,4.0,15.0,,o3,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-17,28.9,20.4,24.2,32.4,20.4,24.7,21.1,83.1,0.2,0,4.17,rain,0,0,56.5,31.6,246.7,1010.9,82.8,5.9,139.6,12.0,5,10.0,3.0,4.0,14.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-18,27.0,21.1,23.0,29.5,21.1,23.1,20.7,87.1,4.0,100,4.17,rain,0,0,58.3,28.1,244.8,1012.5,83.5,5.4,99.4,8.6,4,10.0,2.0,3.0,14.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-19,25.9,20.4,22.5,25.9,20.4,22.5,20.7,89.6,2.0,100,4.17,rain,0,0,63.0,31.1,252.0,1010.0,81.5,5.3,80.4,6.8,4,10.0,2.0,3.0,14.0,,o3,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-20,26.9,20.1,23.5,29.0,20.1,23.6,20.0,81.3,0.7,0,4.17,rain,0,0,57.6,29.5,250.2,1010.0,86.0,6.4,91.0,7.8,4,10.0,4.0,6.0,15.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-21,27.0,20.9,23.4,29.5,20.9,23.7,20.8,85.4,5.0,100,4.17,rain,0,0,65.9,31.8,247.1,1011.0,84.9,5.9,164.1,14.3,7,10.0,4.0,8.0,18.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-22,27.9,20.2,23.7,30.4,20.2,24.1,20.4,82.3,0.2,0,4.17,rain,0,0,55.8,31.7,253.5,1012.8,82.4,5.7,158.2,13.6,5,10.0,6.0,11.0,23.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-23,28.0,21.4,24.1,31.1,21.4,24.4,21.0,83.3,0.5,0,8.33,rain,0,0,54.0,29.5,248.5,1013.5,83.7,5.6,155.0,13.4,6,10.0,4.0,7.0,21.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-24,26.0,20.4,23.0,26.0,20.4,23.0,20.5,86.2,3.0,100,8.33,rain,0,0,61.6,26.1,249.3,1011.9,78.7,6.0,155.7,13.6,5,10.0,4.0,7.0,17.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-25,26.9,20.4,22.9,29.4,20.4,23.0,21.0,89.4,0.5,100,4.17,rain,0,0,76.7,33.8,252.6,1010.3,88.5,5.5,182.0,15.5,7,10.0,3.0,4.0,15.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-26,27.9,21.0,23.6,30.9,21.0,24.0,21.0,85.7,0.9,100,4.17,rain,0,0,67.7,29.7,260.3,1010.6,74.4,5.7,148.3,13.0,5,10.0,3.0,5.0,13.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-27,29.0,20.9,24.4,31.1,20.9,24.8,20.0,77.7,0.3,0,0.0,rain,0,0,64.1,33.6,264.4,1011.1,79.8,6.4,208.1,17.9,8,10.0,6.0,17.0,16.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-28,26.0,21.7,23.7,26.0,21.7,23.7,20.2,80.9,0.3,0,0.0,rain,0,0,61.9,29.0,250.4,1009.4,60.5,6.5,152.4,13.1,5,10.0,8.0,17.0,37.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-29,29.0,21.2,24.5,32.5,21.2,25.0,20.9,80.9,4.0,100,29.17,rain,0,0,57.6,29.5,245.5,1008.8,70.3,6.4,169.5,14.9,6,10.0,4.0,7.0,22.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-30,27.0,21.1,23.3,29.5,21.1,23.5,21.1,87.9,4.5,100,8.33,rain,0,0,49.3,28.0,239.8,1012.2,83.4,6.1,108.8,9.3,5,10.0,4.0,6.0,17.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-07-31,28.8,20.4,23.3,32.4,20.4,23.7,20.9,86.6,28.0,100,8.33,rain,0,0,47.9,22.1,244.5,1013.3,78.5,5.8,131.1,11.6,5,10.0,4.0,6.0,16.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-01,27.7,20.4,23.4,30.3,20.4,23.6,20.8,85.9,0.5,100,4.17,rain,0,0,43.6,25.8,248.3,1013.2,68.8,6.6,100.5,8.7,4,10.0,4.0,6.0,19.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-02,27.9,20.9,23.6,31.0,20.9,24.0,21.5,88.1,2.5,100,4.17,rain,0,0,50.4,24.2,245.9,1013.1,88.1,5.8,144.7,12.6,6,10.0,5.0,8.0,21.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-03,27.9,20.4,23.8,31.0,20.4,24.1,20.9,84.3,5.2,100,33.33,rain,0,0,49.3,22.4,248.8,1014.1,86.6,6.3,165.6,14.1,6,10.0,6.0,10.0,23.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-04,28.9,20.4,24.9,32.5,20.4,25.5,20.6,78.0,0.1,0,0.0,rain,0,0,43.6,22.3,249.8,1014.3,69.7,6.6,203.1,17.4,6,10.0,7.0,11.0,29.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-05,28.9,21.2,24.2,31.8,21.2,24.7,20.8,82.1,38.0,100,8.33,rain,0,0,37.8,18.4,258.9,1014.2,74.1,6.2,189.3,16.3,7,10.0,10.0,19.0,33.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-06,28.9,20.9,23.6,32.5,20.9,24.2,21.1,86.2,0.3,100,4.17,rain,0,0,34.6,18.4,252.1,1013.3,85.1,6.1,102.1,8.8,4,10.0,11.0,17.0,45.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-07,26.9,20.4,23.3,29.4,20.4,23.4,20.9,87.1,6.0,100,4.17,rain,0,0,33.8,15.1,260.5,1013.3,87.4,5.8,99.8,8.6,4,10.0,10.0,15.0,46.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-08,27.9,21.1,24.2,30.5,21.1,24.6,21.0,82.9,4.5,100,29.17,rain,0,0,38.5,20.4,263.6,1014.0,70.6,6.1,123.7,10.7,4,10.0,9.0,15.0,36.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-09,28.9,21.1,24.9,31.8,21.1,25.6,20.5,77.6,15.9,100,54.17,rain,0,0,34.9,16.4,279.5,1014.2,71.4,6.9,177.4,15.2,6,30.0,9.0,19.0,36.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-10,28.9,21.7,24.7,32.5,21.7,25.1,21.9,84.8,3.3,100,8.33,rain,0,0,32.4,14.8,270.9,1014.2,73.2,6.1,146.2,12.6,7,30.0,9.0,14.0,41.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-11,30.9,22.2,26.3,35.2,22.2,27.5,21.5,75.9,7.9,100,25.0,rain,0,0,31.7,16.6,308.8,1012.2,57.0,6.8,218.8,18.8,8,30.0,13.0,26.0,45.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-12,30.9,21.9,26.0,35.2,21.9,27.6,22.6,82.3,5.9,100,29.17,rain,0,0,28.4,14.7,315.0,1011.7,65.7,6.3,183.2,15.6,6,30.0,15.0,26.0,56.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999"
"Karnataka,India",12.9662,77.5869,2024-08-13,30.9,22.9,26.5,34.3,22.9,27.9,22.0,78.1,0.5,100,4.17,rain,0,0,29.5,16.4,85.1,1011.8,60.8,6.8,178.2,15.4,8,30.0,18.0,28.0,58.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-14,30.9,23.4,26.9,34.0,23.4,28.3,22.0,75.8,1.6,100,8.33,rain,0,0,27.0,14.6,105.2,1011.1,59.1,5.9,263.6,22.8,9,10.0,26.0,40.0,77.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-15,29.9,23.8,26.5,33.9,23.8,28.2,22.7,80.3,0.1,0,4.17,rain,0,0,20.5,12.9,132.3,1010.5,57.8,6.4,215.1,18.4,7,10.0,14.0,20.0,62.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-16,30.8,23.7,26.5,36.0,23.7,28.2,23.2,82.7,13.0,100,8.33,rain,0,0,19.4,11.0,168.7,1009.7,78.1,5.6,193.9,16.9,8,30.0,29.0,41.0,73.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-17,31.9,22.0,26.8,38.8,22.0,28.7,22.6,78.4,5.4,100,16.67,rain,0,0,28.4,12.8,161.5,1010.6,71.0,6.4,219.4,18.9,7,30.0,23.0,33.0,85.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-18,29.9,22.7,25.4,34.8,22.7,26.3,22.3,83.5,0.5,100,4.17,rain,0,0,20.5,18.7,235.8,1011.9,70.3,6.6,215.4,18.5,8,30.0,19.0,28.0,64.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-19,30.0,22.4,25.4,34.9,22.4,26.5,22.4,84.4,4.0,100,4.17,rain,0,0,22.3,14.6,234.4,1011.1,56.0,5.6,213.6,18.4,7,30.0,24.0,35.0,77.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-20,29.9,22.1,25.8,34.8,22.1,27.1,22.3,81.5,17.0,100,12.5,rain,0,0,20.2,14.6,178.2,1011.2,71.1,6.4,205.8,17.9,8,30.0,14.0,20.0,61.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-21,29.0,22.1,25.3,33.4,22.1,26.0,21.7,81.4,3.2,100,8.33,rain,0,0,37.8,22.2,201.0,1012.4,67.8,6.0,219.7,19.0,9,30.0,11.0,16.0,53.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-22,29.9,20.7,25.0,33.0,20.7,25.8,20.4,76.2,0.2,0,0.0,rain,0,0,44.6,24.2,230.3,1013.8,61.5,6.9,165.6,14.5,6,10.0,6.0,9.0,30.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-23,29.9,22.1,25.7,33.1,22.1,26.7,20.8,75.3,0.1,0,0.0,rain,0,0,40.3,18.8,233.5,1014.5,50.8,6.9,207.6,17.9,7,10.0,10.0,14.0,35.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-24,28.9,21.4,25.0,31.7,21.4,25.5,20.4,76.6,0.7,0,0.0,rain,0,0,50.4,31.4,239.9,1014.9,61.5,6.4,171.2,14.7,6,10.0,7.0,11.0,38.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-25,28.9,21.4,24.3,31.7,21.4,24.8,20.1,78.3,0.0,0,0.0,,0,0,48.2,31.5,245.8,1014.3,62.5,6.6,149.2,12.6,5,10.0,6.0,10.0,24.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-26,28.9,20.9,24.5,31.8,20.9,24.9,19.9,76.5,0.2,0,0.0,rain,0,0,51.1,31.7,245.3,1013.4,63.5,6.8,187.4,16.3,6,10.0,5.0,8.0,26.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-27,28.9,21.4,24.4,31.7,21.4,24.9,20.3,78.8,0.7,0,4.17,rain,0,0,46.4,25.7,248.9,1014.5,63.9,6.3,171.8,14.8,6,10.0,5.0,7.0,20.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-28,26.9,21.2,23.9,29.0,21.2,24.2,20.2,80.5,4.5,100,20.83,rain,0,0,45.0,24.1,250.0,1014.8,76.1,6.4,155.9,13.5,6,10.0,6.0,9.0,25.0,,pm2p5,"Rain, Partially cloudy",rain,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-29,26.9,20.7,22.9,29.4,20.7,23.0,20.7,87.4,27.0,100,4.17,rain,0,0,47.5,24.0,248.5,1013.0,85.4,5.9,167.3,14.5,7,10.0,4.0,7.0,22.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-30,27.9,20.4,23.2,30.4,20.4,23.5,20.3,84.4,7.0,100,8.33,rain,0,0,43.2,22.5,260.2,1012.6,72.6,6.2,135.4,11.6,6,10.0,5.0,9.0,19.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-08-31,25.9,21.1,23.4,25.9,21.1,23.4,20.6,84.5,3.3,100,37.5,rain,0,0,47.2,24.3,263.1,1012.6,79.5,6.1,105.3,9.1,4,10.0,4.0,6.0,20.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-01,29.9,21.4,24.5,33.0,21.4,25.1,20.2,77.8,1.5,100,12.5,rain,0,0,56.9,27.8,268.8,1011.5,70.1,6.3,152.0,13.2,7,0.0,4.0,6.0,16.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-02,29.9,21.4,24.3,33.8,21.4,24.6,20.7,80.8,2.1,100,20.83,rain,0,0,47.5,27.7,241.8,1012.1,62.5,6.3,194.3,16.9,8,10.0,6.0,11.0,20.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-03,28.9,21.2,24.5,31.8,21.2,24.8,20.4,78.9,0.4,0,4.17,rain,0,0,47.5,24.2,244.7,1013.3,69.4,6.0,177.3,15.4,6,10.0,6.0,11.0,26.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-04,28.9,21.4,24.5,31.2,21.4,24.9,20.4,78.7,0.2,0,0.0,rain,0,0,47.2,24.1,259.7,1013.7,69.1,5.9,180.6,15.6,6,10.0,7.0,14.0,26.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-05,29.9,21.4,25.2,33.1,21.4,25.8,20.6,77.3,1.1,100,12.5,rain,0,0,46.8,24.0,260.8,1012.7,72.5,6.6,189.1,16.3,8,10.0,7.0,13.0,31.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-06,27.9,21.4,24.2,30.4,21.4,24.5,19.9,77.5,0.6,0,4.17,rain,0,0,49.0,24.1,264.8,1012.9,72.4,6.5,199.3,17.3,7,10.0,7.0,14.0,29.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-07,28.0,21.0,23.7,30.5,21.0,24.1,19.8,79.7,4.8,100,12.5,rain,0,0,43.9,22.6,260.1,1013.5,70.7,6.8,163.0,14.1,7,10.0,8.0,15.0,31.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-08,27.0,21.0,23.5,28.3,21.0,23.7,19.1,77.5,2.3,100,12.5,rain,0,0,50.4,27.7,255.2,1013.4,84.8,6.8,184.7,16.0,7,10.0,5.0,9.0,30.0,,pm2p5,"Rain, Partially cloudy",rain,"42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-09,29.0,21.0,24.1,31.8,21.0,24.5,19.7,77.6,1.7,0,16.67,rain,0,0,41.4,29.7,247.2,1011.6,74.5,6.5,111.9,9.7,4,10.0,4.0,7.0,18.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-10,29.0,21.2,24.4,31.8,21.2,24.8,20.1,78.8,2.0,100,4.17,rain,0,0,54.7,29.7,240.9,1011.7,69.3,6.3,212.3,18.2,8,10.0,4.0,6.0,18.0,,"o3,pm2p5","Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-11,28.6,20.4,24.0,30.0,20.4,24.3,19.3,76.0,0.2,0,0.0,rain,0,0,43.6,26.2,247.4,1013.4,57.7,6.8,203.8,17.4,7,10.0,6.0,11.0,19.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-12,29.9,20.7,24.9,33.0,20.7,25.5,19.7,74.2,0.2,0,0.0,rain,0,0,42.1,22.5,258.9,1014.4,61.5,6.8,198.0,16.9,7,10.0,8.0,14.0,26.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-13,29.9,20.0,25.0,32.3,20.0,25.5,19.6,73.4,0.0,0,0.0,,0,0,38.9,20.4,264.2,1014.1,51.0,7.0,212.3,18.3,8,10.0,13.0,23.0,45.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-14,29.9,21.4,25.5,31.1,21.4,25.9,19.0,69.2,0.1,0,0.0,rain,0,0,38.5,22.6,270.1,1013.4,51.8,6.9,215.5,18.6,8,0.0,11.0,19.0,51.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-15,30.0,20.9,24.7,31.7,20.9,25.1,19.3,73.6,0.3,0,0.0,rain,0,0,41.4,26.1,267.5,1013.7,61.1,7.0,218.6,18.9,7,10.0,10.0,17.0,44.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-16,29.0,19.9,25.0,31.7,19.9,25.6,19.6,73.1,0.2,0,0.0,rain,0,0,42.5,20.8,276.4,1013.8,53.0,7.0,232.7,20.0,8,10.0,10.0,20.0,42.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-17,30.9,20.9,25.5,33.4,20.9,26.2,19.3,70.1,0.3,0,0.0,rain,0,0,41.8,25.9,270.7,1013.5,56.6,7.1,218.4,18.9,8,10.0,9.0,17.0,39.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-18,30.9,20.1,25.1,31.6,20.1,25.3,17.4,64.3,0.0,0,0.0,,0,0,33.8,20.3,276.2,1012.2,47.0,7.1,298.3,25.7,10,0.0,16.0,28.0,46.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-19,30.9,19.5,25.3,32.2,19.5,25.7,18.6,68.5,2.0,100,4.17,rain,0,0,28.8,15.1,261.2,1012.5,43.6,7.2,252.4,21.8,9,10.0,15.0,27.0,63.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-20,30.9,21.1,25.5,30.6,21.1,25.8,18.6,67.9,0.3,0,0.0,rain,0,0,31.3,18.4,263.9,1012.4,58.0,7.2,264.2,22.8,9,10.0,12.0,19.0,50.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-21,30.3,21.4,25.0,33.0,21.4,25.5,19.8,74.0,0.4,100,4.17,rain,0,0,37.1,22.1,264.7,1012.7,66.6,6.4,195.4,16.9,7,10.0,11.0,18.0,51.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-22,29.0,20.2,24.7,31.9,20.2,25.2,20.6,78.7,0.1,0,4.17,rain,0,0,38.2,18.4,260.9,1011.9,68.9,6.7,158.1,13.7,6,10.0,11.0,18.0,41.0,,pm2p5,Partially cloudy,partly-cloudy-day,"VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2024-09-23,29.9,21.7,24.8,33.1,21.7,25.5,20.8,79.2,0.6,100,4.17,rain,0,0,36.7,18.3,256.3,1011.4,70.3,6.9,138.9,11.9,5,10.0,9.0,13.0,43.0,,pm2p5,"Rain, Partially cloudy",rain,"VOBG,42705699999,VOBL,43302599999,43295099999"
